"Citation: Milewicz, K., Hollway, J., Peacock, C. and Snidal, D., 2018. Beyond Trade: The Expanding Scope of the
Non-trade Agenda in Trade Agreements. Journal of Conflict Resolution 62(4): 743-773.
120,120,120,120,BOL_CUB1,Bolivia Cuba,1995,,BO-CU,BO-CU,0,0,,1,2000,0,,,,,"Bolivia Cuba (PSA 34, subsumed in ECA 47)",PTA/PSA,,,,1,2,1,3,4,,,0,1,0,0,0,0,0,0,1,0,Reference to the Treaty of Montevideo; ,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"""facilitate the the activity of official and private missions, the organization of fairs and exhibitions, the realization of informative workshops, market studies.."" (Art. 24); ","There is an additional agreement at the end on Investment, but it is not labelled Protocol or Annex, ",,,,,,,,,,,,
121,121,121,121,BOL_CUB2,Bolivia Cuba,2000,Bolivia Cuba 2000.pdf,BO-CU,BO-CU,0,1,2001,0,,0,,,,,Bolivia Cuba (ECA 47),PTA_PSA,1,,,1,2,1,3,4,1,0,0,1,0,0,0,0,0,0,1,0,Deepening the regional integration process,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Objective of the Agreement: Reaching a better level of integration between the two countries in order to lauch joint actions of cooperation (Art. 1); Investment compensation when there is loss due to war, an armed confliced, civil turmoils, a national emergency etc. (Art. 5 p. 9)
",,,,,,,,,,,,,
122,122,122,122,BOL_MRCSR,Bolivia MERCOSUR,1995,,BO-AR-BR-PY-UY,BO-AR-BR-PY-UY,0,0,1996,1,1997,0,,,,,"Bolivia and Chile MERCOSUR (ECA 34, regionally extending preferences granted in previous arrangements) (subsumed and replaced by ECA 35 and ECA 36)",PTA/PSA,,,,3,5,4,3,4,,,0,1,0,0,0,0,0,0,1,1,"""need to strengthen the Latin American integration process""; ""economica integration is essential… in order advance in economic and social development, ensuring a better quality of life for their peoples""",0,,0,,0,,0,,1,"""Business agreements should refer…to those activities … that fulfill some or all of the following features:  c) activities related to the defence and protection of the environment"" (Art. 28)",0,,0,,0,,0,,0,,0,,0,,"""promote the development and use of physical infrastructure… especially fluvial and terrestrial transportation"" (Art. 1); ""promote economic, scientific, and technological cooperation and complementation"" (Art. 1); ""facilitate the the activity of official and private missions, the organization of fairs and exhibitions, the realization of informative workshops, market studies.."" (Art. 30); ""the parties will seek to facilitate and supoort forms of collaboration and joint initiatives on science and technology, as well as joint research projects. To this effect they may establish reciprocal technical assistance programmes"" (Art. 38)",Mention to multiple unavailable annexes,,,,,,,,,,,,
123,123,123,123,BOL_MRCSR,Bolivia MERCOSUR,1996,Bolivia MERCOSUR 1996.pdf,BO-AR-BR-PY-UY,BO-AR-BR-PY-UY,0,1,1997,0,,0,,,,MERCOSUR Bolivia,Bolivia MERCOSUR Free Trade Agreement (ECA 36),FTA,2,,,3,5,4,3,4,2,0,0,1,0,0,0,1,0,0,1,1,Fostering the integration process of Latin America; Economic integration as an essential instrument for social development and better living conditions in the respective countries; Democratic institutions as an essential element for the development of the regional integration process,0,,0,,0,,0,,1,"Service (?) agreements should be referred preferently to activities of goods production or services which relate to the preservation of the environment (Art. 28)

",0,,0,,0,,0,,0,,0,,0,,"Fostering cooperation in the fields of energy, science and technology (Art. 1); Cooperation in science and technology (Art. 38); Development of regional touristic programs (Art. 3 p. 13); Penalties for falsification or adulteration of certificates of origin (Art. 23 p. 43 / p. 119)
",,,,,,,,,,,,,
123,123+1,12301,837,BOL_MRCSR_p1,Bolivia MERCOSUR Venezuela accession,2006,,BO-AR-BR-PY-UY-VE,BO-AR-BR-PY-UY-VE,0,,,0,,,,,,,,,,,,6,6,5,3,4,2,0,0,1,0,0,0,1,0,0,1,1,Fostering the integration process of Latin America; Economic integration as an essential instrument for social development and better living conditions in the respective countries; Democratic institutions as an essential element for the development of the regional integration process,0,,0,,0,,0,,1,"Service (?) agreements should be referred preferently to activities of goods production or services which relate to the preservation of the environment (Art. 28)

",0,,0,,0,,0,,0,,0,,0,,"Fostering cooperation in the fields of energy, science and technology (Art. 1); Cooperation in science and technology (Art. 38); Development of regional touristic programs (Art. 3 p. 13); Penalties for falsification or adulteration of certificates of origin (Art. 23 p. 43 / p. 119)
",,,,,,,,,,,,,
124,124,124,124,BOL_MEX,Bolivia Mexico,1994,Bolivia Mexico 1995.PDF,BO-MX,BO-MX,0,1,1995,1,2010,0,,,,,Bolivia Mexico FTA (ECA 31),FTA,2,,,1,2,1,3,4,2,0,0,1,0,1,1,0,0,0,1,1,"Fostering Latin American integration; Creating new working opportunities, improving working and living conditions in the respective territories; Protecting fundamental workers' rights; Emphasis on the protection and conservation of the environment; Safeguarding public welfare",1,"Penalties: Maintaining measures imposing criminal, civil or administrative penalties for violations of its laws and regulations related to the provisions
of Chapter 6 on Customs Procedures (Art. 6-09)",0,,0,,0,,1,Environmental protection and dealing with substances dangerous for the environment (Art. 13-12); Investment and environment: ensuring that investment activities observe legislation stipulations concerning the environment (Art. 15-14),1,Reference to the rules of international agreements of which the Parties are members including those concerning the environment (unspecified) (Art. 13-04); Application of provisions and recommendations of the United Nations and international agreements of which the Parties are both members (unspecified) (Art. 12-14),0,,0,,0,,0,,1,Emphasis on the need to ensure border security in connection with temporary entry for business persons (Art. 11-02); Relative (investment) measures concerning security (Art. 15-14),0,,"See for example measures against illegal activities:  Each Party shall stipulate that a false certificate or declaration of origin made by an exporter or producer produce the same administrative consequences as would false declarations or statements made in its territory by an importer in violation of its Customs laws and regulations (Art. 6-04);  A Party may prevent a transfer through the application of its laws relating to criminal or penal offenses (Art. 12-17, Art. 15-08)",,,,,,,,,,,,,
125,125,125,125,BOL_PRY,Bolivia Paraguay,1994,Bolivia Paraguay 1994.pdf,BO-PY,BO-PY,0,1,1994,1,1997,0,,,,,"Bolivia Paraguay (ECA 29, leads to ECA 36)",PTA/PSA,,,,1,2,1,3,4,1,0,0,1,0,0,0,0,0,0,1,0,"""need to strengthen the Latin-American integration process in order to reach the goals of the Treaty of Montevideo""",0,,0,,0,,0,,1,"Art 11.c: ""activities related to the protection and preservation of the environment""",0,,0,,0,,0,,0,,0,,0,,"""facilitate technological transfer and horizontal cooperation"" (Art. 1.f); ""coordinate actions to facilitate transportation"" (Art. 1.g); ""establish programmes of commercial diffusion and promotion, facilitating activities of official and private missions, the organization of exhibitions and fairs, the organization of information workshops, and market studies"" (art 25); Chapter 9 deals with cooperation in the mater of stimulation of investment; Chapter 10 deals with Technologic cooperation, and the parties ""commit to facilitate and support forms of collaboration and joint initiatives in science and technology as well as joint research projects"" (art 31), Art 32 establishes programs of technical assistance; ","Mention of annexes, not available. ",,,,,,,,,,,,
126,126,126,126,BOL_URY,Bolivia Uruguay,1991,Bolivia Uruguay 1991.pdf,BO-PY,BO-PY,0,1,1991,1,1997,0,,,,,"Bolivia Uruguay (ECA 15, leads to ECA 36)",PTA_PSA,1,,,1,2,1,3,4,1,0,0,1,0,0,0,0,0,0,1,1,"""multidisciplinary exchange that fosters economic and social development of both countries""; ""Incentivise technological use through horizontal cooperation""; Reference to the Treaty of Montevideo as the framework for the agreement; ",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"""facilitate technological transfer and horizontal cooperation"" (Art. 1.7); ""coordinate actions to facilitate transportation"" (Art. 1.8); Chapter 10 deals with Technological exchange, and promotes programs of reciprocal technical assistance (art 28); ""establish programmes of commercial diffusion and promotion, facilitating activities of official and private missions, the organization of exhibitions and fairs, the organization of information workshops, and market studies"" (art 29(",,,,,,,,,,,,,
,,796,796,BORNEO,Borneo Free Trade Area ,1961,Borneo Free Trade Area 1961.pdf,MY,MY,0,,,,,,,,,,,,,,,1,1,,3,2,,,,0,0,0,0,0,0,0,0,0,,1,"The provisions of this Article shall not prevent any Participating Government from taking such measures as are necessary to prevent evasion, by means of transfer and export, of duties which it applies to exports to territories outside the Area or to prevent serious injury to its revenues (Art.8, p.7; Art.12, p.8) Participating Governments undertake to introduce legislation making such provision as may be necessary for penalities against persons who furnish or cause to be furnished a document which is untrue in a material particular in support of a claim in the territory of another Participating Government that goods should be accepted as eligible for Area tariff treatment (Appendix A, Rule 9, p.17)",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"Nothing in this Article shall prevent the adoption and enforcement measures for the control of entry, residence, activity and departure of non-residents where such measures are justified by reasons of
national security (exception) (Art.15, p.8)",0,,"Objectives of the agreement: sustained expansion of economic activity, increased productivity and the rational use of resources, financial stability and a continuous improvement in living standards (Art.2, p.3); Nothing in Articles 11 and 12 shall prevent the adoption of or enforcement by any Participating Government of measures necessary for the prevention of disorder and crime (exception) (Art.13, p.8)",,,,,,,,,,,,,
128,128,128,128,BIH_BGR,Bosnia and Herzegovina Bulgaria,2003,Bosnia Herzegovina Bulgaria 2003.pdf,BG-BA,BG-BA,0,1,2004,1,2006,1,Bulgaria Bosnia and Herzegovina,11-Mar-05,GATT Art. XXIV,Bulgaria Bosnia and Herzegovina,Bosnia+Herzogovina Bulgaria,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,0,0,1,1,0,Eonomic integration in Europe as an important dimension of the stability on the European continent; Agreement shall contribute to the process of integration in Europe,0,,0,,1,The improvement of employment conditions as objective of the Agreement (Art. 1),0,,1,"This Agreement shall not preclude prohibitions or restrictions on imports, exports or goods in transit justified on grounds of the protection of environment (added to exceptions) (Art. 19)",0,,0,,0,,0,,0,,0,,0,,The improvement of living conditions as an objective of the Agreement (Art. 1),Annexes and protocola are not added,,,,,,,,,,,,
129,129,129,129,BIH_HRV,Bosnia and Herzegovina Croatia,2000,Bosnia Herzegovina Croatia 2000.pdf,BA-HR,BA-HR,0,1,2001,1,2007,1,Croatia Bosnia and Herzegovina,06-Oct-03,GATT Art. XXIV,Bosnia and Herzegovina Croatia,Bosnia+Herzegovina Croatia,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,1,1,0,1,0,"Commitment to contribute to the strengthening of European integration processes in Southeast Europe, Agreement shall contribute to the process of integration in Europe; commitment to basic democratic principles and human rights",0,,0,,0,,0,,1,"This Agreement shall not preclude prohibitions or restrictions on imports, exports or goods in transit justified on grounds of the protection of environment (added to exceptions) (Art. 18), The Contracting Parties shall apply the provisions of regulations for mutual trade in goods, which pollute the environment originating in the Contracting Parties (Art. 19)",1,"Reference to international agreements and conventions for mutual trade in goods, which pollute the environment(unspecified) (Art. 19)",0,,0,,0,,0,,0,,0,,Increasing the standard of living and employment as an objective of the Agreement (Art. 1),Annexes and protocols are not added,,,,,,,,,,,,
130,130,130,130,BIH_EC,Bosnia and Herzegovina EC SAA,2008,Bosnia Herzegovina EC SAA 2008.pdf,BA-BE-DE-FR-IT-LU-NL-DK-IE-GB-GR-ES-PT-AT-FI-SE-EE-LV-LT-CY-MT-CZ-SI-SK-HU-PL-BG-RO,BA-EU,1,1,,0,,0,,,,,,,,,,3,28,27,2,1,2,0,0,1,0,0,0,0,0,0,1,0,Allowing Bosnia and Herzegovina to strengthen and extend the already established relationship with the European Union,1,"Emphasis on administrative coopration to combat irregularities and fraud in customs and related matters, consequences if such administrative cooporation fails (Art. 29); Protocol 4 on mutual administrative assistance in customs matters: preventing, investigating and combating operations in breach of that legislation (Art. 2); Assistance on request regarding activities which are operations in breach of customs legislation including surveillance of natural or legal persons, goods and means of transport (Art. 3); Sponanteous assistance if there are activities which are or appear to be operations in breach of customs legislation (Art. 4); Form and substance of requests for assistance to combat breach of customs legislation (Art. 5); Execution of requests to assist against breaches of customs legislation (Art. 6)",0,,0,,0,,0,,0,,1,Respect for human rights (Art. 1),1,"Reference to the Universal Declaration of Human Rights, the Convention for the Protection of Human Rights and Fundamental Freedoms, the Helsinki Final Act and the Charter of Paris for a New Europe (Art. 1)",1,"Respect for democratic principles (Art. 1); Respect for principles of international law, including full cooperation with the International Criminal Tribunal for the former Yugoslavia (ICTY) and the rule of law (Art. 1)",1,"Reference to the Universal Declaration of Human Rights, the Convention for the Protection of Human Rights and Fundamental Freedoms, the Helsinki Final Act and the Charter of Paris for a New Europe (Art. 1)",0,,0,,Bosnia and Herzegovina should foster its regional cooperation with any other country candidate for EU accession not concerned by the Stabilisation and Association process (Art. 52),,,,,,,,,,,,,
710,710,710,710,BIH_KV,Bosnia and Herzegovina Kosovo,2006,,BA-KV,BA-KV,0,0,,0,,0,,,,,,,,,,1,2,1,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131,131,131,BIH_MKD,Bosnia and Herzegovina Macedonia,2002,Bosnia Herzegovina Macedonia 2002.pdf,BA-MK,BA-MK,0,1,2002,1,2007,1,Former Yugoslav Republic of Macedonia Bosnia and Herzegovina,11-May-05,GATT Art. XXIV,Bosnia-Herzegovina Macedonia (FYROM),Bosnia+Herzegovina FYR of Macedonia,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,0,0,0,1,0,Active participation in the process of European integration,0,,0,,0,,0,,1,Applying provisions of the regulations in accordance to the international agreements and conventions to mutual goods exchange originating in the Contracting Parties which contaminate human environment (Art. 33),1,Reference to international agreements and conventions (unspecified) (Art. 33),0,,0,,0,,0,,0,,0,,"Raising the standard of living of the population as objective of the Agreement (Art. 1); Protocol A: Verification of proofs of origin when there are reasonable doubts as to the authenticity of such documents (Art. 32), Penalties for any person who draws up a document which contains incorrect information (Art. 34)",,,,,,,,,,,,,
711,711,711,711,BIH_MKD,Bosnia and Herzegovina Macedonia,1997,,BA-MK,BA-MK,0,0,,,,0,,,,,,,,,,1,2,1,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,132,132,BIH_MDA,Bosnia and Herzegovina Moldova,2002,Bosnia Herzegovina Moldova 2002.pdf,BA-MD,BA-MD,0,1,2004,1,2007,1,Moldova Bosnia and Herzegovina,38380,GATT Art. XXIV,Moldova Bosnia & Herzegovina,Bosnia+Herzegovina Moldova,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,1,1,0,1,0,"Commitment to pluralistic democracy based on observance of the rules, rights and basic human liberties of the state governed by the rule of law; Agreement shall contribute to the process of European integration",0,,0,,1,Improvement of working conditions as an objective of the Agreement (Art. 1),0,,1,"The provisions of the Agreement shall not prevent from applying prohibitions or restrictions on import, export, or goods in transit justified on grounds of environment protection (added to exceptions) (Art. 19)",0,,0,,0,,0,,0,,0,,0,,Improvement of living standards as an objective of the Agreement (Art. 1),Annexes and protocols are not added,,,,,,,,,,,,
133,133,133,133,BIH_ROU,Bosnia and Herzegovina Romania,2003,Bosnia Herzogovina Romania 2003.pdf,BA-RO,BA-RO,0,1,2003,1,2006,1,Romania Bosnia and Herzegovina,38397,GATT Art. XXIV,Bosnia and Herzegovina Romania,Bosnia+Herzegovina Romania,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,1,1,1,1,0,"Commitment to pluralistic democracy based on the rule of law, human rights and fundamental freedoms; Fostering economic integration in Europe as an important dimension of the stability on the European continent; Agreement shall contribute to the process of integration in Europe",0,,0,,1,Improvement of employment conditions as an objective of the Agreement (Art. 1),0,,1,"The provisions of the Agreement shall not prevent from applying prohibitions or restrictions on import, export, or goods in transit justified on grounds of environment protection (added to exceptions) (Art. 19)",0,,0,,0,,0,,0,,0,,0,,Improvement of living conditions as an objective of the Agreement (Art. 1),Annexes and protocols are not added,,,,,,,,,,,,
134,134,134,134,BIH_SRB_MNE,Bosnia and Herzegovina Serbia Montenegro,2002,Bosnia Herzegovina Serbia Montenegro 2002.pdf,BA-RS,BA-RS,0,1,2002,1,2007,0,,,,,Bosnia+Herzegovina Serbia+Montenegro,FTA,2,,,1,2,1,3,1,2,0,0,1,0,0,0,1,1,0,1,0,Respect of fundamental principles of democracy and human rights; Commitment to contribute strengthening of integration processes in Southeast Europe; Agreement shall contribute to the integration process in Europe,0,,0,,1,Improvement of employment conditions (Art. 1),0,,1,"The provisions of the Agreement shall not prevent from applying prohibitions or restrictions on import, export, or goods in transit justified on grounds of environment protection (added to exceptions) (Art. 14); For mutual traffic of goods originating in the Contracting Parties, which contaminate human environment, the Contracting Parties shall apply provisions of the regulations in accordance with international agreements and conventions (Art. 15)",1,Reference to international agreements and conventions (unspecified) (Art. 15),0,,0,,0,,0,,0,,0,,Improvement of living conditions (Art. 1); Arrangements for administrative customs cooperation (protocol): Verification of proofs of origin such as the authenticity of documents or if an invoice declaration is incorrect etc (Art. 31); Penalties  for persons who draw up a document which contains incorrect information (Art. 33),,,,,,,,,,,,,
135,135,135,135,BIH_SVN,Bosnia and Herzegovina Slovenia,2001,Bosnia Herzegovina Slovenia 2001.pdf,BA-SI,BA-SI,0,1,2002,1,2004,1,Slovenia Bosnia and Herzegovina,37277,GATT Art. XXIV,Bosnia and Herzegovina Slovenia,Bosnia+Herzegovina Slovenia,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,1,1,1,1,0,"Commitment to pluralistic democracy based on the rule of law, human rights and fundamental freedoms; Emphasis on economic integration in Europe as an important dimension of the stability on the European continent; Agreement shall contribute to the process of the Parties integration in Europe",0,,0,,1,Improvement of employment conditions (Art. 1),0,,1,"The Agreement shall not preclude prohibitions or restrictions on imports, exports or goods in transit justified on grounds of the protection of environment (added to exceptions) (Art. 13)",0,,0,,0,,0,,0,,0,,0,,Improvement of living conditions (Art. 1),"Annexes, protocols and amendments are not added",,,,,,,,,,,,
136,136,136,136,BIH_TUR,Bosnia and Herzegovina Turkey,2002,Bosnia Herzegovina Turkey 2002.pdf,BA-TR,BA-TR,0,1,2003,0,,1,Turkey Bosnia and Herzegovina,37862,GATT Art. XXIV,Turkey Bosnia and Herzegovina,Bosnia+Herzegovina Turkey,FTA,2,FTA,2,1,2,1,3,6,2,0,0,1,0,0,0,1,1,1,1,0,"Commitment to pluralistic democracy based on the rule of law, human rights and fundamental freedoms; Economic integration in Europe as an important dimension of the stability on the European continent; Agreement shall contribute to the process of integration in Europe",0,,0,,1,Improvement of employment conditions as an objective of the Agreement (Art. 1),0,,1,"The Agreement shall not preclude prohibitions or restrictions on imports, exports or goods in transit justified on grounds of the protection of the environment (added to exceptions) (Art. 13)",0,,0,,0,,0,,0,,0,,0,,Improvement of living conditions as an objective of the Agreement (Art. 1),Protocols are not added,,,,,,,,,,,,
137,137,137,137,BWA_ZWE,Botswana Zimbabwe,1988,,BW-ZW,BW-ZW,0,0,,0,,0,,,,,Botswana Zimbabwe Trade Agreement (B/ZTA),PTA,,,,1,2,1,3,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,138,138,BRA_CUB1,Brazil Cuba,1989,Brazil Cuba 1989_Portuguese.pdf,BR-CU,BR-CU,0,1,,1,2000,0,,,,,"Brazil Cuba (PSA 21, leads to ECA 43)",PTA_PSA,1,,,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,Signed according to the guidelines of the Latin American Integration Association (ALADI). Annexes are not included in the text,,,,,,,,,,,,
139,139,139,139,BRA_CUB2,Brazil Cuba,1999,Brazil Cuba 1999.pdf,BR-CU,BR-CU,0,1,2000,1,2007,0,,,,,"Brazil Cuba (ECA 43, for the most part subsumed into ECA 62, though it nominally remains in force)",PTA_PSA,1,,,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
140,140,140,140,BRA_GUY,Brazil Guyana,2001,Brazil Guyana 2001.pdf,BR-GY,BR-GY,0,1,2004,0,,0,,,,,Brazil Guyana (PSA 38),PTA_PSA,1,,,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
141,141,141,141,BRA_MEX2,Brazil Mexico ,2002,Brazil Mexico 2002,BR-MX,BR-MX,0,1,2003,0,,0,,,,,Brazil Mexico (ECA 53) (trade expansion agreement   negotiations to expand taking place in the context of framework provided by ECA 54),PTA_PSA,1,,,1,2,1,3,4,1,0,0,1,0,0,0,0,0,0,1,1,Strengthening the Latin Amercian integration process; the economic integration as a means to more economic and social development in  Latin America; Securing the better living standard for the respective people,1,"Application of penal, civil or administrative sanctions for infrictions related to Chapter 4 on Regime of Origin and Border Procedures (Art. 4.33); Criminal activities: False certificates of origin done by an exporter or producer shall have the same administrative consequences  as would have false declarations done by an importer in his territory by contravening laws and reglementations (Art. 4.25)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Activities of economic integration shall consider the aims and programs of the regional integration process (Art. 7.1),No Annexes added,,,,,,,,,,,,
712,712,712,712,BRA_MEX1,Brazil Mexico ,1983,,BR-MX,BR-MX,0,0,,,,0,,,,,,,,,,1,2,1,3,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142,142,142,BRA_PER,Brazil Peru,1993,Brazil Peru 1993_Portuguese.pdf,BR-PE,BR-PE,0,1,,1,1999,0,,,,,"Brazil Peru (ECA 25, leads to ECA 39, then leads to ECA 58)",PTA_PSA,1,,,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,1,Art. 10c makes a provision for enhancing environmental issues as the economic integration among the parties advance,0,,0,,0,,0,,0,,0,,0,,"Economic development (with provisions on technological cooperation, investment, and enhancement of transport networks)",Signed according to the guidelines of the Latin American Integration Association (ALADI),,,,,,,,,,,,
143,143,143,143,BRA_SUR,Brazil Suriname,2005,Brazil Suriname 2005.pdf,BR-SR,BR-SR,0,1,2006,0,,0,,,,,"Brazil Suriname (PSA 41, deals with rice)",PTA_PSA,1,,,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
144,144,144,144,BRA_URY2,Brazil Uruguay,1986,Brazil Uruguay 1986,BR-UY,BR-UY,0,1,1986,1,1991,0,,,,,Brazil Uruguay (ECA 2) (scope of agreement likely overtaken by ECA 18 (MERCOSUR)),PTA_PSA,1,,,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,Annexes I to IV are not added,,,,,,,,,,,,
792,792,792,792,BRA_URY1,Brazil Uruguay,1982,Brazil Uruguay 1982,BR-UY,BR-UY,0,1,,1,,0,,,,,,,,,,1,2,1,3,4,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
145,145,145,145,BRA_VEN,Brazil Venezuela,1994,,BR-VE,BR-VE,0,0,1994,1,1999,0,,,,,"Brazil Venezuela (ECA 27, leads to ECA 39, then leads to ECA 59)",PTA/PSA,,,,1,2,1,3,4,,,0,1,0,0,0,0,0,0,1,0,"""considering the need to strengthen the Latin American integration process"";",0,,0,,0,,0,,1,"""the countries will create the conditions to stimulate joint investment that allow the development of productive activities…, including those referring to defence and preservation of the environment"" (Art. 9)",0,,0,,0,,0,,0,,0,,0,,"""support mechanisms to promote investments between both countries"" (Art. 1.d); ""armonization of customs systems"" (Art. 12); ""facilitate the the activity of official and private missions, the organization of fairs and exhibitions, the realization of informative workshops, market studies.."" (Art. 13); ""facilitate and support forms of collaboration and joint initiatives on science and technology, as wel as joint research projects"" (Art. 17)",,,,,,,,,,,,,
146,146,146,146,BRN_JPN,Brunei Japan,2007,Brunei Japan 2007.pdf,BN-JP,BN-JP,0,1,2008,0,,1,Brunei Darussalam Japan,39660,GATT Art. XXIV & GATS V,Brunei Darussalam Japan,,,,FTA_EIA,2,1,2,1,2,2,2,0,0,1,0,0,1,0,0,0,1,1,"Economic development, social development and environmental protection as interdependent and mutually reinforcing components of a sustainable development",1,"Assisting each other through the respective customs authorities to ensure proper application of customs laws, and to prevent, investigate and
repress any violation or attempted violation of customs laws (Art. 2 p. 709)",0,,0,,0,,1,"Each Party recognises that it is inappropriate to encourage investments by investors of the other Party by relaxing its environmental measures (Art. 71); Environmental Aspects in the energy sector: minimising in an economically efficient manner, harmful environmental impacts of all activities related to energy, taking into account of environmental considerations throughout the process of formulation and implementation of its policy on energy etc (Art. 93); Cooperation in the fields of environment (Art. 102); Recognising the importance of a sustainable development of agriculture, forestry and fisheries (Art. 14 p. 714); Recognising the importance of strengthening capacity to protect the environment and promote sustainable development, and the critical role of multilateral
environmental agreements (Art. 24 p. 719); Areas and forms of cooperation in the field of environment (Art. 25 p. 719)",1,"Reference to international agreements concerning environment to which Brunei and Japan are a party (unspecified) (Art. 93); Reference to multilateral
environmental agreements (unspecified) (Art. 24 p. 719)",0,,0,,0,,0,,0,,0,,"Cooperation and exchanging information with each other in the field of customs procedures, including the enforcement against the trafficking of prohibited goods (Art. 53); Delaying or preventing money transfers through the application of its laws relating to criminal or penal offences or obligations of investors arising from social security (Art. 65); Promoting cooperation for the well-being of the peoples of both Parties (Art. 101); Cooperation in the fields of tourism, education and human resource development, information and communications technology, science and technology, land transportation (Art. 102); Cooperation through the respective customs authorities in the area of research, development, and testing of new customs procedures etc. (Art. 2 p. 709); Promotion of the use of information and communications technology in customs procedures (Art. 3 p. 709); Enforcement against the trafficking of illicit drugs (Art. 5 p. 709); Cooperation in the field of energy (Art. 9 p. 711); Recognising the importance of securing stable food supply (Art. 14 p. 714); Areas of cooperation may include the development and promotion of technologies relating to agriculture, forestry and fisheries, promoting capacity building for agriculture, forestry and
fisheries etc. (Art. 15 p. 714); Cooperation in order to promote and develop tourism in the Countries (Art. 16 p. 715), Areas and forms of cooperation in the field of tourism (Art. 17 p. 715); Cooperation in the field of education and human resource development (Art. 18 p. 716); Areas and forms of cooperation in the field of education and human resource development (Art. 19 p. 716); Developing and promoting cooperation for peaceful purpose, in the field of science and technology (Art. 22 p. 718); Areas and forms of cooperation in the fields of science and technology (Art. 23 p. 718)",,,,,,,,,,,,,
147,147,147,147,BGR_CZE,Bulgaria Czech Republic,1995,,BG-CZ,BG-CZ,0,0,1996,1,2004,1,Czech Republic Bulgaria Free Trade Agreement,29-May-97,GATT Art. XXIV,,Czech Republic Bulgaria FTA,FTA,,FTA,,1,2,1,3,1,,,0,1,0,0,0,0,0,1,1,0,"Acknowledging that the process of economic integration is an important dimension of the stability on the European continent; Convinced that this Agreement will foster the process of integration in Europe; Reference to the Final Act of the Conference on Security and Co-operation in Europe, the Paris Charter",0,,0,,1,Objective of the Agreement: the improvement of employment conditions (Art. 1),0,,0,,0,,0,,0,,0,,0,,0,,0,,Objective of the Agreement: the improvement of living conditions (Art. 1),Annexes Ia to VII and the Protocols 1 to 4 are not added,,,,,,,,,,,,
